id,tmdbId,title,posterPath,mediaType,watchedAt,rating,review,note,status,progress,totalEpisodes,createdAt
f47836c7-f01d-427e-9ff8-53cd06c08c70,550,Fight Club,/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg,movie,2025-05-28T00:00:00.000Z,4,hello,,completed,,,2025-11-28T10:34:26.544Z
132f3e33-0f35-4069-ace9-62cb91861adc,1556820,Kantara: Chapter 2,/qQBZTuCnaXMkMiLEW5ANxVMngz0.jpg,movie,2025-11-26T18:30:00.000Z,0,,,completed,,,2025-11-28T10:50:54.483Z
ebcbb7fd-0347-40c0-901b-5c740893c2ae,1419390,Vash Level 2,/uTZU5eG5Afs0CLO9DlYVDW5pnfS.jpg,movie,2025-10-14T18:30:00.000Z,0,,,completed,,,2025-11-28T10:56:08.206Z
43cc423f-6e2f-4a94-ab3d-29c31d6dfc8f,66732,Stranger Things,/cVxVGwHce6xnW8UaVUggaPXbmoE.jpg,tv,2025-11-28T11:01:43.609Z,0,,,watching,3,9,2025-11-28T11:02:38.725Z
cdd8b207-1ec4-4627-922f-57a695774d55,93352,The Family Man,/tE1NUJqw9gV6AVjQ1GTK78LbWJ9.jpg,tv,2025-11-25T18:30:00.000Z,2,,"all three season done
",completed,7,7,2025-11-28T11:04:01.842Z
c0794f2f-ea76-4820-8987-caf18e044850,4964,Knocked Up,/b4OaXw2MW97VvIiZE0Sbn1NfxSh.jpg,movie,2025-10-20T18:30:00.000Z,0,,,completed,,,2025-11-28T11:06:14.596Z
a54c397a-a0cb-42b6-b1c8-16cc22bfe677,253376,The Girlfriend,/ktrp3tdZ5IQpFux4nLy8z70bt3n.jpg,tv,2025-11-21T18:30:00.000Z,0,,,completed,0,0,2025-11-28T11:07:09.557Z
277c2000-3a7f-4374-9cf0-2b2bde26897c,1071585,M3GAN 2.0,/4a63rQqIDTrYNdcnTXdPsQyxVLo.jpg,movie,2025-11-10T18:30:00.000Z,0,,"watch end part
",watching,,,2025-11-28T11:09:38.164Z
